smiles,compound_id,MolWt,LogP,NumHDonors,NumHAcceptors
NC[C@H](O)c1ccc(O)cc1,4581,153.18099999999998,0.3843,3.0,3.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,3948,351.353,1.7959,2.0,5.0
CN(C)CCN(Cc1cccs1)c1ccccn1,4098,261.394,2.7113000000000005,0.0,4.0
Cc1cccc(Nc2ccccc2C(=O)O)c1C,4044,241.29,3.7452400000000017,2.0,2.0
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,5326,280.30899999999997,0.8681999999999999,2.0,6.0
C#CCN(C)Cc1ccccc1,4688,159.232,1.7516,0.0,1.0
COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1,4195,254.28599999999997,-0.18789999999999946,3.0,5.0
COc1ccc(OC)c([C@@H](O)CNC(=O)CN)c1,4195,254.28599999999997,-0.18789999999999946,3.0,5.0
CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,4883,266.34099999999995,1.3826999999999992,3.0,4.0
CC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)cc1,4883,266.34099999999995,1.3826999999999992,3.0,4.0
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4912,516.8570000000003,9.908299999999995,2.0,4.0
NC(=O)NC(=O)Cc1ccccc1,4753,178.191,0.42399999999999954,2.0,2.0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,4992,285.391,2.658400000000001,0.0,4.0
CCCN[C@H](C)C(=O)Nc1ccccc1C,4906,220.316,2.3216200000000002,2.0,2.0
CCCN[C@@H](C)C(=O)Nc1ccccc1C,4906,220.316,2.3216200000000002,2.0,2.0
c1ccc2nc(N3CCNCC3)ccc2c1,5011,213.284,1.6443999999999999,1.0,3.0
Cn1c(=O)[nH]c2ncn(C)c2c1=O,4687,180.16699999999997,-1.039700000000001,1.0,5.0
NC(=O)CN1CCCC1=O,4843,142.158,-0.9059000000000004,1.0,2.0
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,5328,270.339,1.2295199999999997,2.0,6.0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,5320,214.246,0.0935999999999998,2.0,4.0
COc1c(OC)c2occc2c2oc(=O)ccc12,4825,246.21799999999996,2.556400000000001,0.0,5.0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,5344,267.31,1.67444,2.0,5.0
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,5509,257.289,2.1916200000000003,1.0,3.0
COc1cc(N[C@H](C)CCCN)c2ncccc2c1,4908,259.35299999999995,2.782700000000001,2.0,4.0
COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,4908,259.35299999999995,2.782700000000001,2.0,4.0
c1ccc(CC2=NCCN2)cc1,5504,160.22000000000003,1.2308,1.0,2.0
C[C@H](CCc1ccccc1)N[C@H](C)[C@H](O)c1ccc(O)cc1,4567,299.41400000000004,3.4250000000000016,3.0,3.0
C[C@H](CCc1ccccc1)N[C@@H](C)[C@@H](O)c1ccc(O)cc1,4567,299.41400000000004,3.4250000000000016,3.0,3.0
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,5733,291.73400000000004,2.8450200000000017,1.0,3.0
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,5457,286.379,2.0534,0.0,5.0
Oc1cccc(O)c1,5054,110.11199999999998,1.0977999999999999,2.0,2.0
COc1ccc(C(=O)c2ccccc2)c(O)c1,4632,228.247,2.631800000000001,1.0,3.0
S=P(N1CC1)(N1CC1)N1CC1,5453,189.22399999999996,0.15770000000000017,0.0,1.0
C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,5359,260.31399999999996,3.167200000000001,1.0,3.0
C[C@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,5359,260.31399999999996,3.167200000000001,1.0,3.0
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,5215,250.28300000000004,0.8596000000000001,2.0,5.0
c1ccc2c(c1)CCC[C@H]2C1=NCCN1,5419,200.285,2.1082,1.0,2.0
c1ccc2c(c1)CCC[C@@H]2C1=NCCN1,5419,200.285,2.1082,1.0,2.0
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,5585,228.24699999999996,3.4644600000000025,0.0,3.0
O=C1c2ccccc2C(=O)C1c1ccccc1,4760,222.243,2.849400000000001,0.0,2.0
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,5904,334.39700000000005,0.8607999999999998,2.0,4.0
CCOC(N)=O,5641,89.09400000000001,0.10160000000000025,1.0,2.0
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,5411,264.3689999999999,2.617000000000001,1.0,4.0
